id,Listening_Time_minutes
750416,75.97392
750417,65.282196
750418,34.47025
750419,34.83841
750420,46.806503
750421,49.674603
750422,8.025408
750423,44.807194
750424,49.227566
750425,72.43137
750426,66.80704
750427,3.2939107
750428,93.19941
750429,3.056497
750430,64.01834
750431,45.32588
750432,51.687
750433,22.434446
750434,4.6557746
750435,78.612625
750436,59.36729
750437,45.205883
750438,50.4185
750439,14.562518
750440,39.986664
750441,1.893286
750442,77.49024
750443,65.91454
750444,40.219646
750445,74.44728
750446,44.367123
750447,68.53915
750448,48.93266
750449,23.2339
750450,73.07814
750451,79.0492
750452,77.91977
750453,22.954943
750454,41.323387
750455,69.96854
750456,7.153581
750457,29.034546
750458,47.388073
750459,16.9366
750460,9.731326
750461,83.912605
750462,55.042156
750463,87.07732
750464,41.64609
750465,73.70708
750466,6.3157825
750467,44.781345
750468,48.177334
750469,16.09677
750470,59.18468
750471,18.521847
750472,48.44957
750473,13.091215
750474,29.614859
750475,3.3419394
750476,14.210207
750477,2.3411925
750478,36.39698
750479,15.3568125
750480,4.9876323
750481,47.61722
750482,85.49043
750483,51.79121
750484,79.17677
750485,43.762325
750486,70.205826
750487,74.09617
750488,29.677486
750489,82.8242
750490,61.495922
750491,31.831617
750492,48.422424
750493,32.135647
750494,85.98787
750495,49.42552
750496,80.577774
750497,30.81888
750498,3.4935222
750499,70.458626
750500,33.478554
750501,9.966328
750502,63.6647
750503,45.003513
750504,67.28926
750505,48.12644
750506,61.667645
750507,7.118063
750508,3.6069465
750509,45.799816
750510,60.82369
750511,33.80599
750512,2.5373745
750513,28.117397
750514,60.576138
750515,3.9415832
750516,3.359746
750517,48.25488
750518,75.09453
750519,69.304955
750520,28.371983
750521,86.48279
750522,41.41979
750523,7.5404143
750524,67.14867
750525,29.605358
750526,46.539227
750527,11.482419
750528,67.92674
750529,91.34354
750530,35.415844
750531,39.611153
750532,54.38207
750533,56.841656
750534,27.12065
750535,1.889568
750536,8.582625
750537,42.8277
750538,45.962925
750539,78.394165
750540,25.997185
750541,42.388615
750542,88.04572
750543,70.57225
750544,25.865261
750545,68.02904
750546,62.26634
750547,50.297165
750548,38.912323
750549,64.00303
750550,40.230324
750551,83.29262
750552,55.2889
750553,23.51363
750554,37.026237
750555,38.655426
750556,32.465427
750557,68.08511
750558,31.351316
750559,58.02785
750560,5.6214023
750561,57.0513
750562,89.30238
750563,49.309444
750564,4.349509
750565,50.23693
750566,27.063961
750567,88.83213
750568,47.911575
750569,83.7061
750570,21.883297
750571,43.04314
750572,9.218122
750573,64.29343
750574,95.58281
750575,67.95815
750576,75.05119
750577,36.981915
750578,57.113434
750579,54.18894
750580,19.667976
750581,51.857567
750582,44.630722
750583,8.154342
750584,50.2708
750585,62.647038
750586,78.23401
750587,44.516315
750588,48.988308
750589,51.545925
750590,28.644245
750591,30.791937
750592,49.16849
750593,64.10263
750594,24.638071
750595,61.901638
750596,77.77536
750597,72.0771
750598,27.596735
750599,78.34624
750600,43.482983
750601,49.69173
750602,32.27455
750603,72.65326
750604,18.75435
750605,20.501587
750606,50.25628
750607,85.612015
750608,23.896597
750609,45.188457
750610,41.412663
750611,61.94597
750612,44.75581
750613,50.23673
750614,10.626809
750615,73.776306
750616,28.105488
750617,80.8912
750618,56.254154
750619,74.89807
750620,6.951311
750621,64.62279
750622,18.55501
750623,59.83241
750624,56.945236
750625,83.80141
750626,11.778416
750627,28.803276
750628,69.25369
750629,31.561508
750630,8.566338
750631,20.334133
750632,73.23064
750633,45.79015
750634,80.225525
750635,71.76928
750636,41.757366
750637,49.78126
750638,20.825947
750639,76.654236
750640,63.816166
750641,35.164753
750642,78.9862
750643,28.101013
750644,86.09628
750645,61.006702
750646,18.166157
750647,60.131176
750648,48.809742
750649,70.48154
750650,66.28082
750651,42.433403
750652,44.67126
750653,15.297328
750654,2.6456022
750655,52.588436
750656,20.023602
750657,16.140963
750658,59.87945
750659,43.982464
750660,50.69102
750661,15.894563
750662,80.26795
750663,32.149055
750664,61.230118
750665,41.194725
750666,35.089314
750667,67.73859
750668,14.841512
750669,21.460794
750670,41.117065
750671,67.058914
750672,23.504423
750673,32.346798
750674,61.329548
750675,20.075356
750676,88.00853
750677,93.6658
750678,86.18425
750679,13.885853
750680,28.836243
750681,5.845827
750682,41.250935
750683,40.245205
750684,45.444317
750685,39.182346
750686,8.418407
750687,55.699043
750688,81.60489
750689,12.045747
750690,3.5376177
750691,12.416508
750692,49.041306
750693,65.34948
750694,12.091444
750695,22.236324
750696,68.7119
750697,86.01219
750698,26.558598
750699,44.63015
750700,56.895496
750701,58.93853
750702,47.650143
750703,44.771816
750704,69.29004
750705,59.74646
750706,49.179554
750707,34.13021
750708,46.625607
750709,34.69852
750710,73.26515
750711,25.917341
750712,24.528425
750713,12.090204
750714,70.16037
750715,48.06942
750716,44.09855
750717,83.0032
750718,84.05093
750719,15.209589
750720,77.09456
750721,42.86685
750722,37.177555
750723,20.93323
750724,12.716518
750725,1.7538916
750726,70.784004
750727,54.79111
750728,42.797325
750729,66.91448
750730,75.32652
750731,55.48501
750732,24.224566
750733,19.524147
750734,49.70088
750735,77.655
750736,62.378483
750737,49.410877
750738,29.581217
750739,61.468037
750740,18.603182
750741,66.05314
750742,38.61327
750743,63.119442
750744,51.196247
750745,66.45176
750746,59.337093
750747,17.21998
750748,42.67361
750749,21.682096
750750,8.40391
750751,44.097267
750752,10.002785
750753,43.625698
750754,62.714954
750755,34.000076
750756,59.545994
750757,24.274801
750758,32.194202
750759,49.456394
750760,90.43085
750761,33.524914
750762,66.49711
750763,38.269596
750764,8.810159
750765,40.05717
750766,3.7101626
750767,40.096203
750768,33.295673
750769,14.028009
750770,85.6765
750771,46.256535
750772,44.435406
750773,60.097645
750774,6.6461773
750775,69.341644
750776,28.577711
750777,62.562603
750778,70.950424
750779,5.954843
750780,42.936016
750781,43.968094
750782,35.223133
750783,14.682311
750784,43.29404
750785,9.094392
750786,41.878174
750787,29.585964
750788,42.741398
750789,57.1076
750790,4.658335
750791,24.758183
750792,12.365392
750793,7.4326577
750794,65.74179
750795,45.11456
750796,71.21007
750797,51.744633
750798,17.503527
750799,11.736408
750800,21.280035
750801,16.4176
750802,37.646675
750803,87.016205
750804,81.23259
750805,68.55902
750806,56.61502
750807,48.28461
750808,79.31032
750809,44.697422
750810,29.37425
750811,39.11659
750812,67.81406
750813,49.956253
750814,24.97484
750815,42.54084
750816,66.108055
750817,43.16363
750818,10.034406
750819,39.78452
750820,46.658672
750821,37.21051
750822,14.014825
750823,53.58884
750824,62.840374
750825,82.91998
750826,90.988464
750827,2.4822793
750828,71.45488
750829,45.881386
750830,60.11903
750831,48.02432
750832,46.08853
750833,28.709702
750834,96.012474
750835,17.531187
750836,77.07981
750837,41.03168
750838,77.01238
750839,67.018616
750840,97.272964
750841,79.401215
750842,71.17328
750843,10.651691
750844,36.42586
750845,32.745445
750846,87.22733
750847,74.30108
750848,6.4512877
750849,18.31135
750850,85.99176
750851,44.99348
750852,4.609878
750853,87.99579
750854,59.415394
750855,51.945538
750856,47.566147
750857,37.210514
750858,83.46422
750859,26.431017
750860,35.313267
750861,32.38206
750862,43.451027
750863,46.288677
750864,32.121506
750865,60.011845
750866,47.77154
750867,4.5502515
750868,60.259884
750869,74.64241
750870,43.95248
750871,25.16915
750872,80.00868
750873,42.538395
750874,73.316666
750875,15.363047
750876,40.97211
750877,56.891033
750878,41.15578
750879,37.007526
750880,20.450197
750881,7.963567
750882,12.56032
750883,71.759094
750884,48.773365
750885,40.47423
750886,44.56619
750887,11.914512
750888,79.91249
750889,21.42126
750890,42.100296
750891,44.947025
750892,85.930786
750893,21.408707
750894,56.886112
750895,43.814667
750896,31.322878
750897,64.653244
750898,45.776478
750899,69.72663
750900,2.7433288
750901,3.7045712
750902,84.04718
750903,4.790379
750904,16.343744
750905,50.250553
750906,42.688618
750907,44.838177
750908,71.08275
750909,56.13058
750910,59.132057
750911,45.498936
750912,17.016617
750913,43.980915
750914,40.100224
750915,19.35821
750916,27.675034
750917,52.08521
750918,36.275547
750919,25.58926
750920,66.95956
750921,19.935833
750922,49.535137
750923,18.930197
750924,91.752014
750925,55.702557
750926,69.27313
750927,49.964497
750928,47.28984
750929,75.49779
750930,35.836895
750931,43.538433
750932,41.001144
750933,74.35957
750934,38.693256
750935,33.47286
750936,16.815481
750937,84.04691
750938,79.35292
750939,91.7583
750940,82.433914
750941,49.38361
750942,54.566242
750943,77.93271
750944,2.4119904
750945,28.761307
750946,46.568302
750947,52.627796
750948,68.57288
750949,26.886366
750950,3.9604383
750951,70.58698
750952,27.553988
750953,19.819752
750954,49.41357
750955,30.018396
750956,69.90518
750957,72.99051
750958,67.329094
750959,71.85487
750960,69.16193
750961,64.03316
750962,6.7800374
750963,37.02726
750964,68.37664
750965,65.290184
750966,94.75961
750967,18.743109
750968,23.456728
750969,21.322899
750970,63.274914
750971,42.801506
750972,65.68483
750973,26.965626
750974,27.21656
750975,46.353306
750976,50.992275
750977,68.647964
750978,9.517712
750979,39.30352
750980,41.645687
750981,28.5307
750982,65.349976
750983,15.270815
750984,32.01448
750985,87.60458
750986,53.677605
750987,58.803833
750988,53.23866
750989,65.5927
750990,82.693375
750991,96.409
750992,82.01889
750993,40.834152
750994,81.79587
750995,66.81199
750996,7.8294063
750997,43.0721
750998,80.27035
750999,59.75639
751000,84.99958
751001,57.52155
751002,69.76477
751003,76.02771
751004,72.85133
751005,66.67479
751006,88.499954
751007,54.71499
751008,55.88553
751009,21.915628
751010,64.01604
751011,40.32786
751012,30.848728
751013,31.092875
751014,69.25942
751015,92.81891
751016,18.921501
751017,96.35228
751018,79.26088
751019,66.06821
751020,14.030863
751021,13.58194
751022,64.07134
751023,52.936756
751024,71.57378
751025,80.51965
751026,66.14882
751027,75.0677
751028,72.69722
751029,6.700698
751030,39.60155
751031,44.60257
751032,14.211898
751033,43.13732
751034,45.417667
751035,8.76925
751036,78.23194
751037,47.16702
751038,10.61604
751039,77.881
751040,39.852753
751041,8.322301
751042,73.02362
751043,80.006805
751044,24.05924
751045,62.948486
751046,45.404194
751047,13.02075
751048,56.229717
751049,64.40873
751050,36.720295
751051,11.722554
751052,36.56998
751053,27.561079
751054,56.855885
751055,36.813442
751056,49.75105
751057,87.7306
751058,41.676395
751059,84.1396
751060,49.81258
751061,37.351166
751062,59.68503
751063,15.540553
751064,11.62441
751065,50.113377
751066,17.839243
751067,36.206387
751068,13.303837
751069,41.97315
751070,90.74289
751071,45.67228
751072,76.35957
751073,64.45856
751074,48.68748
751075,45.11218
751076,50.81159
751077,8.184796
751078,39.397827
751079,9.007734
751080,4.0907884
751081,70.71782
751082,45.614735
751083,48.476322
751084,43.669025
751085,3.2662616
751086,4.8682656
751087,3.244732
751088,71.17247
751089,27.880686
751090,65.974304
751091,20.27579
751092,47.570335
751093,63.39268
751094,69.114685
751095,78.02794
751096,76.32492
751097,70.890274
751098,38.967262
751099,21.255037
751100,26.188213
751101,42.469265
751102,22.217068
751103,67.559814
751104,12.796121
751105,32.715263
751106,1.5576202
751107,41.60014
751108,55.02071
751109,19.762325
751110,48.996693
751111,73.20206
751112,20.434404
751113,56.606533
751114,16.061096
751115,5.946743
751116,82.78793
751117,81.66626
751118,78.52256
751119,81.554085
751120,75.56242
751121,28.015877
751122,42.764427
751123,16.99838
751124,49.363132
751125,15.439445
751126,51.559433
751127,61.30521
751128,72.23538
751129,4.8092966
751130,59.732388
751131,55.258682
751132,38.770462
751133,33.207882
751134,47.473488
751135,25.34005
751136,28.338524
751137,45.36163
751138,40.19369
751139,61.799526
751140,5.604019
751141,8.427245
751142,20.232342
751143,35.524704
751144,85.95658
751145,29.141788
751146,33.59664
751147,43.140125
751148,13.545763
751149,46.021267
751150,86.29915
751151,89.05095
751152,84.34093
751153,45.413322
751154,38.76256
751155,81.43399
751156,47.00471
751157,55.53155
751158,52.83963
751159,39.469566
751160,76.53453
751161,37.37502
751162,87.39198
751163,4.103406
751164,45.78487
751165,44.537388
751166,68.77684
751167,13.895079
751168,7.643616
751169,90.226166
751170,87.92872
751171,76.88458
751172,37.651424
751173,63.555294
751174,7.5622888
751175,6.4775686
751176,63.65935
751177,10.15827
751178,32.2016
751179,20.888199
751180,31.615063
751181,72.12703
751182,86.34843
751183,41.36099
751184,3.708003
751185,57.778774
751186,24.184055
751187,22.081333
751188,34.345203
751189,13.467589
751190,75.18831
751191,81.540665
751192,37.168713
751193,32.031616
751194,93.38316
751195,36.82974
751196,46.96068
751197,72.931046
751198,51.973484
751199,43.36868
751200,73.76999
751201,64.8593
751202,49.546616
751203,11.269203
751204,69.17063
751205,14.5055275
751206,35.44259
751207,14.0752945
751208,20.640047
751209,10.869366
751210,20.804789
751211,49.2615
751212,24.312769
751213,39.37568
751214,45.183567
751215,7.5494413
751216,81.70738
751217,18.153206
751218,78.51666
751219,2.2902367
751220,63.331604
751221,61.776318
751222,81.035736
751223,30.230434
751224,22.64431
751225,47.53082
751226,41.222607
751227,18.500654
751228,48.042393
751229,52.663635
751230,49.559788
751231,38.174896
751232,23.450111
751233,49.753345
751234,76.249016
751235,19.247477
751236,89.389404
751237,32.389465
751238,53.046803
751239,43.89244
751240,39.99087
751241,76.35372
751242,59.924023
751243,7.6758165
751244,52.17042
751245,27.41033
751246,19.273035
751247,14.259862
751248,71.606476
751249,52.719654
751250,9.865077
751251,94.271904
751252,47.185246
751253,48.625023
751254,50.741688
751255,45.354446
751256,25.040867
751257,33.828632
751258,24.938137
751259,81.58498
751260,39.318657
751261,67.60989
751262,38.124836
751263,76.559525
751264,37.41992
751265,31.156551
751266,7.5574408
751267,44.977367
751268,25.492302
751269,9.648392
751270,46.19429
751271,74.39168
751272,41.43549
751273,13.643819
751274,34.63929
751275,78.08078
751276,41.213062
751277,92.868675
751278,72.31026
751279,59.637394
751280,60.722576
751281,48.400043
751282,5.489366
751283,69.13173
751284,13.152378
751285,17.991749
751286,61.09676
751287,36.79221
751288,45.98799
751289,79.09387
751290,26.49691
751291,76.60089
751292,41.096615
751293,25.398079
751294,43.09555
751295,32.813015
751296,2.7510061
751297,44.2925
751298,39.37843
751299,38.622902
751300,45.085712
751301,24.493315
751302,15.207863
751303,9.6269865
751304,54.883907
751305,50.576656
751306,15.789718
751307,33.60459
751308,4.552532
751309,70.36076
751310,54.180164
751311,38.444263
751312,45.416286
751313,12.159988
751314,64.50018
751315,70.92177
751316,35.691254
751317,7.265946
751318,74.506805
751319,19.569542
751320,69.19948
751321,51.297024
751322,79.21325
751323,22.0041
751324,73.24071
751325,89.46777
751326,35.089684
751327,56.8502
751328,64.77753
751329,39.23036
751330,45.788853
751331,77.272354
751332,51.516354
751333,14.17221
751334,48.818798
751335,24.731295
751336,23.756603
751337,34.065956
751338,81.4597
751339,40.795673
751340,96.46077
751341,41.83845
751342,43.283226
751343,23.689154
751344,68.69564
751345,42.598686
751346,16.540016
751347,33.474464
751348,60.5603
751349,13.941117
751350,29.43431
751351,35.397617
751352,49.684757
751353,77.021576
751354,44.17316
751355,24.700008
751356,42.813084
751357,33.255657
751358,14.21921
751359,87.904526
751360,31.383167
751361,72.62839
751362,24.238848
751363,13.207127
751364,72.72694
751365,37.92158
751366,67.263954
751367,10.28132
751368,73.91269
751369,68.67385
751370,21.319134
751371,1.8603079
751372,2.5584135
751373,21.997719
751374,8.583581
751375,22.77601
751376,26.571178
751377,77.9345
751378,79.66676
751379,14.5863285
751380,76.97245
751381,22.762287
751382,71.92476
751383,73.32391
751384,19.190237
751385,63.99964
751386,36.712868
751387,11.934297
751388,45.006115
751389,71.077225
751390,23.223713
751391,38.99835
751392,74.864044
751393,46.38567
751394,44.280407
751395,49.964314
751396,27.255592
751397,36.61279
751398,32.247948
751399,89.730965
751400,38.251694
751401,76.60652
751402,45.764275
751403,84.30499
751404,84.63631
751405,54.6393
751406,74.4487
751407,43.41219
751408,48.15734
751409,16.698418
751410,21.38164
751411,14.909565
751412,18.725508
751413,32.955605
751414,29.834106
751415,24.017624
751416,32.79774
751417,90.63115
751418,47.579166
751419,25.097513
751420,23.34269
751421,41.049793
751422,6.408488
751423,37.166237
751424,62.20777
751425,27.852146
751426,18.292223
751427,10.7844715
751428,47.797886
751429,39.461456
751430,10.686195
751431,70.568375
751432,56.42165
751433,11.622894
751434,38.08772
751435,49.939846
751436,33.589962
751437,53.060436
751438,41.62633
751439,73.29825
751440,50.639378
751441,50.35474
751442,50.7385
751443,71.559555
751444,4.5239286
751445,52.18224
751446,15.19863
751447,57.9532
751448,63.219257
751449,74.51346
751450,39.64879
751451,44.73813
751452,90.00806
751453,23.885517
751454,14.831967
751455,90.65352
751456,40.39972
751457,43.09621
751458,45.271046
751459,49.25954
751460,80.01845
751461,21.662296
751462,26.331137
751463,20.5617
751464,74.573364
751465,70.629974
751466,41.596157
751467,41.959194
751468,57.012474
751469,79.23662
751470,26.908117
751471,40.370163
751472,77.450806
751473,22.039501
751474,18.420137
751475,17.579943
751476,68.8371
751477,43.04809
751478,39.64936
751479,47.135
751480,33.62808
751481,12.093529
751482,81.71152
751483,59.864887
751484,54.47318
751485,28.898354
751486,42.11443
751487,81.93902
751488,12.493958
751489,48.120655
751490,7.739449
751491,7.126766
751492,21.412054
751493,7.041717
751494,83.671394
751495,42.156746
751496,72.814606
751497,33.65192
751498,21.119623
751499,6.1424646
751500,29.308912
751501,58.386143
751502,55.10018
751503,61.409855
751504,79.82207
751505,55.64153
751506,70.82521
751507,51.416775
751508,71.13379
751509,15.039895
751510,77.364655
751511,44.662098
751512,17.172026
751513,43.364964
751514,18.876453
751515,59.138344
751516,21.452425
751517,76.23251
751518,88.13516
751519,20.318153
751520,68.958115
751521,68.95146
751522,34.721855
751523,68.97756
751524,48.444687
751525,82.93089
751526,34.324436
751527,57.50049
751528,69.59105
751529,43.818146
751530,16.506544
751531,56.593662
751532,44.65688
751533,11.905743
751534,30.83868
751535,82.398605
751536,8.011978
751537,66.379196
751538,45.19573
751539,54.306416
751540,9.9194765
751541,1.788109
751542,31.213768
751543,70.41858
751544,33.7069
751545,58.96686
751546,62.36877
751547,39.969837
751548,33.180233
751549,44.493195
751550,6.644193
751551,81.89976
751552,68.40984
751553,16.416378
751554,78.41374
751555,7.331265
751556,42.798756
751557,15.009524
751558,58.959682
751559,11.35315
751560,74.80443
751561,87.909386
751562,30.283798
751563,29.072668
751564,49.725216
751565,28.811287
751566,14.866206
751567,17.140802
751568,83.90909
751569,71.53018
751570,70.87725
751571,74.484085
751572,48.941456
751573,70.94444
751574,68.03353
751575,47.225025
751576,68.972534
751577,76.33841
751578,3.6284385
751579,12.055153
751580,18.231613
751581,10.229268
751582,46.599598
751583,35.334026
751584,40.55698
751585,36.443565
751586,19.157244
751587,7.083321
751588,90.80684
751589,54.85291
751590,28.09425
751591,8.811072
751592,34.10026
751593,35.741543
751594,95.52794
751595,23.578096
751596,15.115075
751597,42.316006
751598,85.99712
751599,21.138254
751600,42.039444
751601,23.25526
751602,42.171833
751603,74.34468
751604,72.32138
751605,50.084827
751606,58.874935
751607,18.190763
751608,23.054823
751609,55.220806
751610,43.42107
751611,75.850266
751612,11.70728
751613,53.451717
751614,82.29866
751615,3.225641
751616,31.45259
751617,42.41554
751618,42.137165
751619,42.823902
751620,25.775566
751621,8.264925
751622,64.626945
751623,4.854885
751624,93.600006
751625,16.880451
751626,6.994329
751627,74.98775
751628,46.52106
751629,28.989475
751630,49.481014
751631,46.467617
751632,49.563076
751633,41.630665
751634,54.150272
751635,36.160713
751636,88.731
751637,68.827
751638,16.053837
751639,87.416824
751640,11.531865
751641,8.449271
751642,36.479187
751643,71.94728
751644,50.67255
751645,63.802864
751646,4.3219147
751647,26.777534
751648,15.775177
751649,80.580505
751650,43.17853
751651,28.48985
751652,37.654415
751653,28.883884
751654,4.186954
751655,16.441319
751656,46.063023
751657,38.87162
751658,39.472355
751659,38.65421
751660,47.814297
751661,38.801693
751662,18.16879
751663,39.91965
751664,93.8443
751665,41.09526
751666,36.855476
751667,86.525024
751668,15.274623
751669,14.464848
751670,50.546474
751671,56.607662
751672,60.855255
751673,42.43404
751674,10.463968
751675,43.068783
751676,44.374878
751677,33.79004
751678,8.074794
751679,73.51941
751680,52.890736
751681,41.182125
751682,67.52986
751683,33.84326
751684,41.63695
751685,47.043827
751686,29.760265
751687,19.220951
751688,52.75644
751689,53.128815
751690,32.691338
751691,61.90636
751692,63.8249
751693,11.831594
751694,41.74271
751695,46.16371
751696,25.820383
751697,50.250828
751698,42.24575
751699,20.443789
751700,13.284662
751701,81.40529
751702,76.60536
751703,24.10569
751704,95.346245
751705,62.239033
751706,64.483475
751707,82.833336
751708,71.88608
751709,51.508286
751710,62.524513
751711,36.003345
751712,30.640512
751713,74.272385
751714,93.66104
751715,49.538723
751716,75.14435
751717,30.013977
751718,55.1833
751719,53.32661
751720,78.58812
751721,12.745428
751722,51.74495
751723,11.79691
751724,28.90464
751725,5.99554
751726,31.62828
751727,2.2145135
751728,14.877623
751729,16.643347
751730,34.06861
751731,61.170353
751732,82.512344
751733,84.23151
751734,55.876774
751735,48.86341
751736,75.617165
751737,11.909042
751738,33.92532
